Season,Tournament Name,Date,Tournament Class,Match,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Thomas Pedersen,,Robert Sulebakk,"21/13,21/15",Thomas Pedersen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Thomas Pedersen,,Erlend Kruksve,"21/12,21/15",Thomas Pedersen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robert Sulebakk,,Fredrik Lian,"21/12,21/10",Robert Sulebakk,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robert Sulebakk,,Amund Skavhaug,"21/9,21/13",Robert Sulebakk,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robin Kruksve Krux,,Daniel Ask,"21/16,21/18",Robin Kruksve Krux,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Thomas Pedersen,,Daniel Ask,"21/0,21/0",Thomas Pedersen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Thomas Pedersen,,Robin Kruksve Krux,"21/10,21/9",Thomas Pedersen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Erlend Kruksve,,Erlend Lade Støylen,"21/8,21/15",Erlend Kruksve,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robert Barø,,Oddbjørn Svinsås,"21/16,21/15",Robert Barø,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Erlend Kruksve,,Robert Barø,"19/21,21/19,21/18",Erlend Kruksve,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Erlend Lade Støylen,,Oddbjørn Svinsås,"10/21,21/16,21/12",Erlend Lade Støylen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Erlend Lade Støylen,,Robert Barø,"20/22,21/7,21/15",Erlend Lade Støylen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Erlend Kruksve,,Oddbjørn Svinsås,"21/8,21/6",Erlend Kruksve,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Amund Skavhaug,,Glenn Humlen,"21/9,21/11",Amund Skavhaug,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Amund Skavhaug,,Rune Enoksen,"21/10,27/25",Amund Skavhaug,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Rune Enoksen,,Glenn Humlen,"16/21,21/16,21/11",Rune Enoksen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Iver Aalberg,,Even Langås Kvam,"21/17,21/19",Iver Aalberg,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robert Sulebakk,,Iver Aalberg,"21/8,21/12",Robert Sulebakk,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Robert Sulebakk,,Even Langås Kvam,"21/17,21/13",Robert Sulebakk,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Lars Valentin,,Tor Stenvaag,"21/10,21/17",Lars Valentin,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Fredrik Lian,,Lars Valentin,"21/16,24/22",Fredrik Lian,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Fredrik Skånøy,,Tor Stenvaag,"21/12,22/20",Fredrik Skånøy,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Fredrik Lian,,Fredrik Skånøy,"21/10,16/21,21/12",Fredrik Lian,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Lars Valentin,,Fredrik Skånøy,"21/17,21/15",Lars Valentin,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herresingle,,Fredrik Lian,,Tor Stenvaag,"21/18,21/12",Fredrik Lian,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Silje V. Kruksve Aasland,,Gunn Fiskergaard,"21/19,21/19",Silje V. Kruksve Aasland,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Karoline Lerengen,,Tora Vik Langhammer,"21/12,21/14",Karoline Lerengen,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Gunn Fiskergaard,,Tora Vik Langhammer,"21/11,21/12",Gunn Fiskergaard,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Gunn Fiskergaard,,Karoline Lerengen,"21/12,21/15",Gunn Fiskergaard,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Silje V. Kruksve Aasland,,Trine Sperre,"21/12,15/21,21/9",Silje V. Kruksve Aasland,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Silje V. Kruksve Aasland,,Linnea Alvilde Espeseth,"21/1,21/5",Silje V. Kruksve Aasland,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damesingle,,Trine Sperre,,Linnea Alvilde Espeseth,"21/4,21/8",Trine Sperre,
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Tommy Ulveraker,Robert Sulebakk,Erlend Lade Støylen,Øyvind Støylen,"21/12,21/8",Tommy Ulveraker,Robert Sulebakk
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Fredrik Lian,Robin Kruksve Krux,Erlend Kruksve,Even Langås Kvam,"18/21,21/17,21/16",Fredrik Lian,Robin Kruksve Krux
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Erlend Kruksve,Even Langås Kvam,Erlend Lade Støylen,Øyvind Støylen,"21/0,21/0",Erlend Kruksve,Even Langås Kvam
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Tommy Ulveraker,Robert Sulebakk,Fredrik Lian,Robin Kruksve Krux,"21/16,19/21,21/18",Tommy Ulveraker,Robert Sulebakk
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Thomas Pedersen,Lars Valentin,Tommy Ulveraker,Robert Sulebakk,"21/16,21/18",Thomas Pedersen,Lars Valentin
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Tommy Ulveraker,Robert Sulebakk,Amund Skavhaug,Robert Barø,"21/0,21/0",Tommy Ulveraker,Robert Sulebakk
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Thomas Pedersen,Lars Valentin,Amund Skavhaug,Robert Barø,"21/0,21/0",Thomas Pedersen,Lars Valentin
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Tommy Ulveraker,Robert Sulebakk,Erlend Kruksve,Even Langås Kvam,"21/16,21/19",Tommy Ulveraker,Robert Sulebakk
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Fredrik Lian,Robin Kruksve Krux,Erlend Lade Støylen,Øyvind Støylen,"21/13,21/9",Fredrik Lian,Robin Kruksve Krux
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Amund Skavhaug,Robert Barø,Fredrik Skånøy,Oddbjørn Svinsås,"21/11,21/12",Amund Skavhaug,Robert Barø
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Iver Aalberg,Jonas J Grande,Glenn Humlen,Daniel Ask,"21/15,21/18",Iver Aalberg,Jonas J Grande
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Fredrik Skånøy,Oddbjørn Svinsås,Glenn Humlen,Daniel Ask,"21/18,21/18",Fredrik Skånøy,Oddbjørn Svinsås
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Amund Skavhaug,Robert Barø,Iver Aalberg,Jonas J Grande,"21/15,21/14",Amund Skavhaug,Robert Barø
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Iver Aalberg,Jonas J Grande,Fredrik Skånøy,Oddbjørn Svinsås,"20/22,21/18,22/20",Iver Aalberg,Jonas J Grande
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Amund Skavhaug,Robert Barø,Glenn Humlen,Daniel Ask,"21/9,21/10",Amund Skavhaug,Robert Barø
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Thomas Pedersen,Lars Valentin,Per Gunnar Søvik,Tor Stenvaag,"21/11,21/12",Thomas Pedersen,Lars Valentin
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Thomas Pedersen,Lars Valentin,Rune Enoksen,Tore Sperre,"21/8,21/9",Thomas Pedersen,Lars Valentin
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Herredouble,Rune Enoksen,Tore Sperre,Per Gunnar Søvik,Tor Stenvaag,"21/16,21/16",Rune Enoksen,Tore Sperre
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damedouble,Silje V. Kruksve Aasland,Karoline Lerengen,Randi Ulla Nogva,Inger Margrethe Midtlid,"16/21,21/16,21/12",Silje V. Kruksve Aasland,Karoline Lerengen
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damedouble,Sissel W. Schmidt,Gunn Fiskergaard,Silje V. Kruksve Aasland,Karoline Lerengen,"19/21,21/14,21/12",Sissel W. Schmidt,Gunn Fiskergaard
2016/2017,Ålesund KM Midt-Norsk Sør/Ålesund Open,28.01.2017,SEN A,Damedouble,Randi Ulla Nogva,Inger Margrethe Midtlid,Sissel W. Schmidt,Gunn Fiskergaard,"17/21,21/14,21/16",Randi Ulla Nogva,Inger Margrethe Midtlid
