Season,Tournament Name,Date,Tournament Class,Match,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rasmus Sörlin,,Partik Dahnell,"21/16,15/21,21/16",Rasmus Sörlin,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rasmus Sörlin,,Kai Roger Stensen,"21/16,17/21,21/12",Rasmus Sörlin,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Partik Dahnell,,Isak L. Hasselvold,"19/21,21/19,21/18",Partik Dahnell,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rasmus Sörlin,,Rune Oterhals,"21/10,21/10",Rasmus Sörlin,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Partik Dahnell,,Benjamin Rølvåg,"21/12,21/11",Partik Dahnell,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Ole Petter Øren,,Ole Christoffer Olsen,"21/18,21/14",Ole Petter Øren,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Kai Roger Stensen,,Ole Christoffer Olsen,"21/11,21/11",Kai Roger Stensen,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Kai Roger Stensen,,Ole Petter Øren,"21/10,21/10",Kai Roger Stensen,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rasmus Sörlin,,Sigve Hallager,"21/18,21/19",Rasmus Sörlin,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rasmus Sörlin,,Øyvind W. Selboe,"21/11,21/9",Rasmus Sörlin,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Øyvind W. Selboe,,Sigve Hallager,"21/19,22/20",Øyvind W. Selboe,
2021/2022,Grong Namdal Open 2022 ,04.03.2022,SEN A,Herresingle,,Rune Oterhals,,Jonas J Grande,"21/14,21/12",Rune Oterhals,
