Season,Tournament Name,Date,Tournament Class,Tab,Team 1 Player 1,Team 1 Player 2,Team 2 Player 1,Team 2 Player 2,Result,Winner Player 1,Winner Player 2
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Andreas Nordhøy,,Ole Petter Øren,"21/14,21/17",Andreas Nordhøy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Håvard Soløy,"21/14,21/5",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Andreas Nordhøy,,Håvard Soløy,"21/6,21/15",Andreas Nordhøy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Håvard Soløy,,Ole Petter Øren,"22/24,21/14,26/24",Håvard Soløy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Andreas Nordhøy,"21/14,21/13",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Ole Petter Øren,"21/12,21/18",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Andreas Nordhøy,,Ole Petter Øren,"21/14,21/17",Andreas Nordhøy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Håvard Soløy,"21/14,21/5",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Andreas Nordhøy,,Håvard Soløy,"21/6,21/15",Andreas Nordhøy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Håvard Soløy,,Ole Petter Øren,"22/24,21/14,26/24",Håvard Soløy,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Andreas Nordhøy,"21/14,21/13",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,,Kai Roger Stensen,,Ole Petter Øren,"21/12,21/18",Kai Roger Stensen,
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,Trond Mære,Roar Natvig,Erik Måøy,Hildegunn Måøy,"21/14,14/21,21/8",Trond Mære,Roar Natvig
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,Kai Roger Stensen,Andreas Nordhøy,Henrik Buvik,Leo Fortunato,"21/10,21/13",Kai Roger Stensen,Andreas Nordhøy
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,Trond Mære,Roar Natvig,Henrik Buvik,Leo Fortunato,"21/17,21/10",Trond Mære,Roar Natvig
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,Henrik Buvik,Leo Fortunato,Erik Måøy,Hildegunn Måøy,"21/16,22/20",Henrik Buvik,Leo Fortunato
2022/2023,Gullvikmoen Rockesmashen 2022,24.09.2022,SEN A,Kai Roger Stensen,Andreas Nordhøy,Runar Måøy,Fred Moen,"21/16,21/11",Kai Roger Stensen,Andreas Nordhøy
